Provincia,Partido,Localidad,Link Indec,Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Mas de 30 Mbps,Otros
ENTRE RIOS,Uruguay,Basavilbaso,30098010,0,11,182,531,58,0,789,0
ENTRE RIOS,Uruguay,Caseros,30098020,0,2,668,149,20,0,0,0
ENTRE RIOS,Uruguay,Colonia Elía,30098030,0,0,116,18,0,0,0,0
ENTRE RIOS,Uruguay,Concepción del Uruguay,30098040,0,84,2079,6980,1005,56,613,0
ENTRE RIOS,Uruguay,Estancia San Pedro,30098030,0,0,3,0,0,0,0,0
ENTRE RIOS,Uruguay,Herrera,30098060,0,0,82,105,10,1,0,0
ENTRE RIOS,Uruguay,Las Moscas,30098070,0,0,46,0,5,0,0,0
ENTRE RIOS,Uruguay,Líbaros,30098080,0,0,9,0,28,0,0,0
ENTRE RIOS,Uruguay,Pronunciamiento,30098100,0,0,196,29,0,0,0,0
ENTRE RIOS,Uruguay,Rocamora,30098110,0,0,6,0,12,0,0,0
ENTRE RIOS,Uruguay,Santa Anita,30098120,0,0,268,61,4,0,0,0
ENTRE RIOS,Uruguay,Villa Mantero,30098130,1,0,13,29,4,0,196,0
ENTRE RIOS,Uruguay,Villa San Justo,30098140,0,0,421,84,3,0,0,0
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),30098150,0,0,1,0,17,0,0,0
ENTRE RIOS,Victoria,Molino Doll,30105040,0,0,10,0,0,0,0,0
ENTRE RIOS,Victoria,Rincón de Nogoyá,30105040,0,14,5,0,0,0,0,0
ENTRE RIOS,Victoria,Victoria,30105060,0,133,1016,2286,1032,35,1,0
ENTRE RIOS,Villaguay,Estación Raíces,30113010,0,2,11,19,7,0,0,0
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,30113020,0,0,44,0,0,0,0,0
ENTRE RIOS,Villaguay,Jubileo,30113030,0,0,16,0,0,0,0,0
ENTRE RIOS,Villaguay,Paso de la Laguna,30113050,0,0,39,0,0,0,0,0
ENTRE RIOS,Villaguay,Villa Clara,30113060,1,1,125,57,10,0,0,0
ENTRE RIOS,Villaguay,Villa Domínguez,30113070,0,0,144,0,0,0,0,0
ENTRE RIOS,Villaguay,Villaguay,30113080,0,122,1431,1453,114,0,2866,0
FORMOSA,Bermejo,Fortín Soledad,34007003,1,0,0,5,0,0,0,0
FORMOSA,Bermejo,Guadalcazar,34007005,0,0,0,9,0,0,0,0
FORMOSA,Bermejo,La Rinconada,34007007,5,0,0,3,0,0,0,0
FORMOSA,Bermejo,Laguna Yema,34007010,2,0,45,31,0,0,0,0
FORMOSA,Bermejo,Lamadrid,34007015,0,0,0,7,0,0,0,0
FORMOSA,Bermejo,Los Chiriguanos,34007020,0,0,25,15,0,0,0,0
FORMOSA,Bermejo,Pozo de Maza,34007030,4,0,0,14,0,0,0,0
FORMOSA,Bermejo,Pozo del Mortero,34007040,0,0,0,13,0,0,0,0
FORMOSA,Bermejo,Vaca Perdida,34007050,5,0,0,0,0,0,0,0
FORMOSA,Formosa,Colonia Pastoril,34014010,0,0,64,10,0,0,0,0
FORMOSA,Formosa,Formosa,34014020,5,180,9250,9199,4095,202,972,152
FORMOSA,Formosa,Gran Guardia,34014030,0,0,53,16,0,0,0,0
FORMOSA,Formosa,Mariano Boedo,34014040,0,0,19,12,0,0,0,0
FORMOSA,Formosa,Mojón de Fierro,34014050,1,0,23,5,0,0,0,0
FORMOSA,Formosa,San Hilario,34014060,1,0,17,11,0,0,0,0
FORMOSA,Formosa,Villa del Carmen,34014070,2,0,117,12,6,1,0,0
FORMOSA,Laishi,Banco Payaguá,34021010,0,0,32,0,0,0,0,0
FORMOSA,Laishi,General Lucio Victorio Mansilla,34021020,2,0,153,26,0,0,0,0
FORMOSA,Laishi,Herradura,34021030,0,0,89,27,15,0,0,0
FORMOSA,Laishi,OTROS,Sin Datos,0,0,132,0,0,0,0,0
FORMOSA,Laishi,San Francisco de Laishi,34021040,3,0,174,34,31,0,0,0
FORMOSA,Laishi,Tatané,34021050,0,0,28,15,18,0,0,0
FORMOSA,Laishi,Villa Escolar,34021060,0,0,80,22,0,0,0,0
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,34028010,1,0,232,209,16,0,0,0
FORMOSA,OTROS,OTROS,Sin Datos,0,0,0,0,0,0,0,79
FORMOSA,Patiño,Bartolomé de las Casas,34035010,1,0,0,6,0,0,0,0
FORMOSA,Patiño,Comandante Fontana,34035030,0,0,664,83,4,0,0,0
FORMOSA,Patiño,Estanislao del Campo,34035050,0,1,134,51,8,0,0,0
FORMOSA,Patiño,Fortín Cabo 1º Lugones,34035060,0,0,123,22,0,0,0,0
FORMOSA,Patiño,Fortín Sargento 1º Leyes,34035070,0,0,0,6,0,0,0,0
FORMOSA,Patiño,Ibarreta,34035080,3,1,525,197,32,0,0,0
FORMOSA,Patiño,Juan G. Bazán,34035090,0,0,0,11,0,0,0,0
FORMOSA,Patiño,Las Lomitas,34035100,4,1,1559,524,85,0,8,45
FORMOSA,Patiño,Posta Cambio Zalazar,34035110,0,0,35,23,0,0,0,0
FORMOSA,Patiño,Pozo del Tigre,34035120,0,0,184,39,201,0,0,1
FORMOSA,Patiño,San Martín I,34035130,0,0,0,5,0,0,0,0
FORMOSA,Patiño,San Martín II,34035140,0,0,342,28,0,0,0,0
FORMOSA,Patiño,Subteniente Perín,34035150,1,0,57,14,0,0,0,0
FORMOSA,Patiño,Villa General Güemes,34035160,0,0,426,22,1,0,0,0
FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,0,0,415,34,0,0,0,0
FORMOSA,Pilagás,Buena Vista,34042010,0,0,190,22,202,0,0,0
FORMOSA,Pilagás,El Espinillo,34042020,0,0,269,31,0,0,0,0
FORMOSA,Pilagás,Laguna Gallo,34042030,0,0,0,5,0,0,0,1
FORMOSA,Pilagás,Misión Tacaagle,34042040,0,0,129,20,0,0,0,0
FORMOSA,Pilagás,Portón Negro,34042050,0,0,0,0,0,0,0,2
FORMOSA,Pilagás,Tres Lagunas,34042060,0,0,103,17,0,0,0,0
FORMOSA,Pilcomayo,Clorinda,34049010,1,28,2420,868,408,103,0,0
FORMOSA,Pilcomayo,Laguna Blanca,34049020,0,0,40,39,592,0,0,315
FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,2,0,249,25,198,0,0,0
FORMOSA,Pilcomayo,Palma Sola,34049040,0,0,3,15,0,0,0,0
FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,0,0,3,0,0,0,0,0
FORMOSA,Pilcomayo,Riacho He-He,34049060,0,0,386,29,0,0,0,0
FORMOSA,Pilcomayo,Riacho Negro,34049070,0,0,3,0,0,0,0,0
FORMOSA,Pilcomayo,Siete Palmas,34049080,0,0,81,18,0,0,0,0
FORMOSA,Pirané,Colonia Campo Villafañe,34056010,0,0,27,83,87,0,0,0
FORMOSA,Pirané,El Colorado,34056020,5,0,1807,273,283,8,0,0
FORMOSA,Pirané,OTROS,Sin Datos,0,0,44,0,0,0,0,0
FORMOSA,Pirané,Palo Santo,34056030,1,34,395,35,0,0,0,0
FORMOSA,Pirané,Pirané,34056040,3,0,1187,64,171,0,0,103
FORMOSA,Pirané,Villa Kilómetro 213,34056050,0,0,125,36,271,0,0,0
FORMOSA,Ramón Lista,El Potrillo,34063010,5,0,0,17,0,0,0,0
FORMOSA,Ramón Lista,El Quebracho,34063030,10,0,0,2,0,0,0,0
FORMOSA,Ramón Lista,General Mosconi,34063020,8,0,0,32,0,0,0,0
FORMOSA,Ramón Lista,OTROS,Sin Datos,8,0,0,0,0,0,0,0
JUJUY,Cochinoca,Abra Pampa,38007020,3,0,221,0,0,0,0,0
JUJUY,Cochinoca,La Redonda,38007055,0,0,0,0,0,0,0,0
JUJUY,Cochinoca,Puesto del Marquéz,38007060,0,0,5,0,0,0,0,0
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,0,0,0,0,2550,0,20973,0
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,0,0,21,43,9,0,0,0
JUJUY,Doctor Manuel Belgrano,León,38021030,0,0,0,504,0,0,0,0
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,0,0,0,111,0,0,0,0
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,3,306,3065,2737,24464,67,11892,0
JUJUY,Doctor Manuel Belgrano,Yala,38021070,0,0,0,156,0,0,0,0
JUJUY,El Carmen,Aguas Calientes,38014010,0,0,16,1,0,0,0,0
JUJUY,El Carmen,El Carmen,38014040,2,0,526,604,86,70,0,0
JUJUY,El Carmen,Manantiales,38014060,2,0,0,0,0,0,0,0
JUJUY,El Carmen,Monterrico,38014070,1,0,792,261,0,0,0,0
JUJUY,El Carmen,Pampa Blanca,38014080,1,0,201,119,8,0,0,0
JUJUY,El Carmen,Perico,38014090,1,0,1204,626,78,59,0,0
JUJUY,El Carmen,Puesto Viejo,38014100,1,0,65,22,0,0,0,0
JUJUY,Humahuaca,El Aguilar,38028020,1,0,0,0,0,0,0,0
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,0,0,5,0,0,0,0,0
JUJUY,Humahuaca,Humahuaca,38028040,2,0,334,171,85,0,0,0
JUJUY,Humahuaca,Tres Cruces,38028050,0,0,5,0,0,0,0,0
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,0,0,6,1,1,0,0,0
JUJUY,Ledesma,Caimancito,38035030,1,2,48,164,25,0,0,0
JUJUY,Ledesma,Calilegua,38035040,1,0,544,100,0,0,0,0
JUJUY,Ledesma,Chalicán,38035050,0,30,49,0,0,0,0,0
JUJUY,Ledesma,Fraile Pintado,38035060,1,124,98,482,74,0,0,0
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,3,376,3143,3456,150,50,0,0
JUJUY,Ledesma,Yuto,38035110,0,0,171,6,0,0,0,0
JUJUY,OTROS,OTROS,Sin Datos,0,0,0,0,0,0,0,0
JUJUY,Palpalá,Carahunco,38042010,0,0,1,0,0,0,0,0
JUJUY,Palpalá,Centro Forestal,38042020,0,0,15,0,0,0,0,0
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,3,0,2701,252,7338,10,2713,0
JUJUY,Rinconada,Coyaguaima,38049007,0,0,0,0,5,0,0,0
JUJUY,Rinconada,Lagunillas de Farallón,38049010,0,0,0,1,0,0,0,0
JUJUY,Rinconada,Liviara,38049020,0,0,5,0,0,0,0,0
JUJUY,Rinconada,Loma Blanca,38049025,0,0,2,0,0,0,0,0
JUJUY,Rinconada,Nuevo Pirquitas,38049030,1,0,0,0,5,0,0,0
JUJUY,Rinconada,Orosmayo,38049035,0,0,0,0,5,0,0,0
JUJUY,Rinconada,Rinconada,38049040,0,0,0,0,0,0,0,0
JUJUY,San Antonio,El Ceibal,38056010,0,0,0,1,0,0,0,0
JUJUY,San Antonio,Los Alisos,38056017,0,0,1,0,0,0,0,0
JUJUY,San Antonio,San Antonio,38056030,1,0,98,33,0,0,0,0
JUJUY,San Pedro,Don Emilio,38063030,0,0,38,0,0,0,0,0
JUJUY,San Pedro,La Esperanza,38063070,1,0,15,0,0,0,0,0
JUJUY,San Pedro,La Mendieta,38063090,1,0,242,0,0,0,0,0
JUJUY,San Pedro,Rosario de Río Grande,38063150,0,0,56,1,0,0,0,0
JUJUY,San Pedro,San Lucas,38063170,0,0,8,2,0,0,0,0
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,1,558,3882,2806,1393,75,1,0
JUJUY,SANTA BARBARA,El Fuerte,38070010,0,0,5,0,0,0,0,0
JUJUY,SANTA BARBARA,El Piquete,38070020,0,0,10,60,9,0,0,0
JUJUY,SANTA BARBARA,El Talar,38070030,6,0,46,0,0,0,0,0
JUJUY,SANTA BARBARA,OTROS,Sin Datos,3,0,0,0,0,0,0,0
JUJUY,SANTA BARBARA,Palma Sola,38070040,1,21,94,0,0,0,0,0
JUJUY,SANTA BARBARA,Santa Clara,38070060,1,0,45,94,6,0,0,0
JUJUY,SANTA BARBARA,Vinalito,38070070,5,0,4,0,0,0,0,0
JUJUY,Santa Catalina,Casira,38077010,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Ciénega,38077020,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Cieneguillas,38077030,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Cusi Cusi,38077040,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Misarrumi,38077060,0,0,5,0,0,0,0,0
JUJUY,Santa Catalina,Oratorio,38077070,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Paicone,38077080,0,0,0,0,5,0,0,0
JUJUY,Santa Catalina,Santa Catalina,38077100,0,0,0,0,5,0,0,0
JUJUY,Susques,Catua,38084010,0,0,0,70,0,0,0,0
JUJUY,Susques,Coranzuli,38084020,0,0,0,55,5,0,0,0
JUJUY,Susques,El Toro,38084030,0,0,0,20,0,0,0,0
JUJUY,Susques,Huáncar,38084040,0,0,0,22,5,0,0,0
JUJUY,Susques,Jama,38084045,0,0,0,11,0,0,0,0
JUJUY,Susques,Mina Providencia,38084050,0,0,0,5,0,0,0,0
JUJUY,Susques,Olacapato,38084055,0,0,0,9,0,0,0,0
JUJUY,Susques,Olaroz Chico,38084060,0,0,1,30,1,1,0,0
JUJUY,Susques,Pastos Chicos,38084070,0,0,0,17,5,0,0,0
JUJUY,Susques,Puesto Sey,38084080,0,0,0,15,5,0,0,0
JUJUY,Susques,San Juan de Quillaqués,38084090,0,0,5,12,0,0,0,0
JUJUY,Susques,Susques,38084100,4,3,5,271,5,1,0,0
JUJUY,Tilcara,Huacalera,38094020,0,0,5,56,0,0,0,0
JUJUY,Tilcara,Maimará,38094040,2,0,89,49,0,0,0,0
JUJUY,Tilcara,Tilcara,38094050,2,0,308,91,0,1,0,0
JUJUY,Tumbaya,Bárcena,38098010,0,0,0,111,0,0,0,0
JUJUY,Tumbaya,El Moreno,38098020,0,0,1,0,0,0,0,0
JUJUY,Tumbaya,Purmamarca,38098030,0,1,12,60,3,0,0,0
JUJUY,Tumbaya,Tumbaya,38098040,0,0,0,342,0,0,0,0
JUJUY,Tumbaya,Volcán,38098050,0,0,89,7,0,0,0,0
JUJUY,Valle Grande,Santa Ana,38105040,2,0,0,0,0,0,0,0
JUJUY,Yavi,Barrios,38112010,0,0,5,0,0,0,0,0
JUJUY,Yavi,Cangrejillos,38112020,0,0,5,0,0,0,0,0
JUJUY,Yavi,La Intermedia,38112040,0,0,5,0,0,0,0,0
JUJUY,Yavi,La Quiaca,38112050,1,342,320,3,75,1,0,0
JUJUY,Yavi,Pumahuasi,38112070,0,0,5,0,0,0,0,0
JUJUY,Yavi,Yavi,38112080,0,0,0,0,0,0,0,0
JUJUY,Yavi,Yavi Chico,38112090,0,0,5,0,0,0,0,0
LA PAMPA,Atreucó,Doblas,42007010,1,0,413,0,0,0,0,1
LA PAMPA,Atreucó,Macachín,42007020,1,0,1000,289,17,3,1,3
LA PAMPA,Atreucó,Miguel Riglos,42007030,1,0,0,0,0,0,0,110
LA PAMPA,Atreucó,Rolón,42007040,1,0,0,69,0,0,0,0
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,1,0,0,5,0,0,0,0
LA PAMPA,Caleu Caleu,Anzoategui,42014010,0,0,0,0,0,0,0,2
LA PAMPA,Caleu Caleu,La Adela,42014020,1,0,409,455,17,2,1,2
LA PAMPA,Capital,Anguil,42021010,1,0,429,77,0,0,0,67
LA PAMPA,Capital,Santa Rosa,42021020,4,162,18962,4168,5970,3728,14284,9
LA PAMPA,Catriló,Catriló,42028010,1,0,102,653,157,145,152,331
LA PAMPA,Catriló,La Gloria,42028020,0,0,0,0,0,0,0,24
LA PAMPA,Catriló,Lonquimay,42028030,1,0,278,0,0,0,0,72
LA PAMPA,Catriló,Uriburu,42028040,1,0,237,0,0,0,0,97
LA PAMPA,Chalileo,Santa Isabel,42049010,1,0,324,0,487,0,0,1
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,1,16,492,7,6,0,0,66
LA PAMPA,Chapaleufú,Ceballos,42056020,1,13,49,4,1,0,0,1
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,1,10,209,17,11,0,0,1
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,1,2,1105,179,141,3,7,4
LA PAMPA,Chapaleufú,Sarah,42056050,2,0,15,1,0,0,0,0
LA PAMPA,Chapaleufú,Vértiz,42056060,0,0,107,0,0,0,0,0
LA PAMPA,Chical Co,La Humada,42063020,1,0,152,0,0,0,0,0
LA PAMPA,Conhelo,Conhelo,42035010,0,0,46,0,0,0,0,0
LA PAMPA,Conhelo,Eduardo Castex,42035020,1,453,1047,299,79,5,0,1267
LA PAMPA,Conhelo,Mauricio Mayer,42035030,1,0,30,0,0,0,0,0
LA PAMPA,Conhelo,Monte Nievas,42035040,1,0,45,0,0,0,0,0
LA PAMPA,Conhelo,Rucanelo,42035050,0,0,26,0,0,0,0,1
LA PAMPA,Conhelo,Winifreda,42035060,0,0,695,385,0,0,0,2
LA PAMPA,Curacó,Gobernador Duval,42042010,1,0,83,0,0,0,0,0
LA PAMPA,Curacó,Puelches,42042020,1,0,68,0,0,0,0,0
LA PAMPA,Guatraché,Alpachiri,42070010,1,0,0,0,0,0,0,2
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,1,0,0,0,0,0,0,2
LA PAMPA,Guatraché,Guatraché,42070030,1,0,239,0,0,0,0,280
LA PAMPA,Guatraché,Perú,42070040,0,0,28,7,4,0,0,0
LA PAMPA,Guatraché,Santa Teresa,42070050,0,0,0,0,0,0,0,2
LA PAMPA,Hucal,Abramo,42077010,0,0,61,8,0,0,0,2
LA PAMPA,Hucal,Bernasconi,42077020,1,0,569,121,6,0,0,1
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,0,0,824,11,0,0,0,1
LA PAMPA,Hucal,Jacinto Arauz,42077050,2,0,704,0,0,0,0,5
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,0,0,0,0,0,0,0,3
LA PAMPA,Limay Mahuida,La Reforma,42091010,1,0,65,0,0,0,0,0
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,0,0,16,0,0,0,0,1
LA PAMPA,Loventué,Carro Quemado,42098010,1,0,50,0,0,0,0,1
LA PAMPA,Loventué,Loventué,42098020,0,0,0,0,0,0,0,1
LA PAMPA,Loventué,Luan Toro,42098030,1,0,67,0,0,0,0,0
LA PAMPA,Loventué,Telén,42098040,1,0,198,0,0,0,0,1
LA PAMPA,Loventué,Victorica,42098050,1,0,482,0,0,0,0,2
LA PAMPA,Maracó,Agustoni,42105010,0,0,29,0,0,0,0,0
LA PAMPA,Maracó,Dorila,42105020,0,0,53,0,0,0,0,1
LA PAMPA,Maracó,General Pico,42105030,3,39,6613,841,377,3,0,13063
LA PAMPA,Maracó,Speluzzi,42105040,0,0,41,0,0,0,0,1
LA PAMPA,OTROS,OTROS,Sin Datos,0,0,1,0,0,0,0,278
LA PAMPA,Puelén,25 de Mayo,42112020,0,0,1846,113,0,0,0,18
LA PAMPA,Puelén,Casa De Piedra,42112005,0,0,45,0,0,0,0,2
LA PAMPA,Puelén,Puelén,42112010,1,0,57,0,68,0,0,1
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,1,0,631,5,0,0,0,0
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,1,0,0,0,0,0,0,106
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,1,0,143,0,0,0,0,115
LA PAMPA,Quemú Quemú,Relmo,42119050,0,0,0,0,0,0,0,26
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,0,0,171,4,3,0,0,0
LA PAMPA,Rancul,Caleufú,42126010,1,0,541,68,0,0,0,2
LA PAMPA,Rancul,La Maruja,42126030,1,0,0,0,0,0,0,0
LA PAMPA,Rancul,Parera,42126040,1,58,628,15,25,0,2,3
LA PAMPA,Rancul,Quetrequén,42126060,1,3,144,1,4,0,0,1
LA PAMPA,Rancul,Rancul,42126070,2,323,372,19,1,0,0,3
LA PAMPA,Realicó,Adolfo Van Praet,42133010,1,0,26,3,0,0,0,0
LA PAMPA,Realicó,Alta Italia,42133020,1,0,389,61,0,0,0,13
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,0,2,98,5,4,0,0,2
LA PAMPA,Realicó,Embajador Martini,42133040,1,173,365,2,13,0,0,1
LA PAMPA,Realicó,Falucho,42133050,1,1,72,8,1,0,0,0
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,2,313,1320,21,0,3,0,1
LA PAMPA,Realicó,Ojeda,42133070,0,0,9,0,0,0,0,0
LA PAMPA,Realicó,Realicó,42133080,1,46,2516,253,372,0,138,1
LA PAMPA,Toay,Toay,42140020,1,4,1899,742,999,549,1980,2
LA PAMPA,Trenel,Arata,42147010,1,28,228,0,0,0,0,1
LA PAMPA,Trenel,Metileo,42147020,1,0,60,0,0,0,0,0
LA PAMPA,Trenel,Trenel,42147030,2,0,929,4,75,0,0,1
LA PAMPA,Utracán,Ataliva Roca,42154010,1,0,242,21,47,0,0,2
LA PAMPA,Utracán,Chacharramendi,42154020,2,0,85,0,0,0,0,0
LA PAMPA,Utracán,Colonia Santa María,42154030,0,0,0,137,4,0,0,5
LA PAMPA,Utracán,General Acha,42154040,1,41,3406,1007,262,41,0,12
LA PAMPA,Utracán,Quehué,42154050,1,0,0,227,15,0,0,1
LA PAMPA,Utracán,Unanué,42154060,0,0,33,22,1,0,0,1
LA RIOJA,Arauco,Aimogasta,46007010,1,0,79,105,1589,485,5,0
LA RIOJA,Arauco,Estación Mazán,46007040,1,0,0,0,16,0,0,0
LA RIOJA,Arauco,Villa Mazán,46007050,0,0,0,0,157,0,0,0
LA RIOJA,Capital,La Rioja,46014010,2,374,1703,2057,4861,862,35220,2
LA RIOJA,Castro Barros,Aminga,46021010,0,0,3,0,171,1,0,0
LA RIOJA,Castro Barros,Anillaco,46021020,1,0,10,0,442,7,3,0
LA RIOJA,Castro Barros,Anjullón,46021030,0,0,0,0,111,0,0,0
LA RIOJA,Castro Barros,Chuquis,46021040,0,0,2,0,38,0,0,0
LA RIOJA,Castro Barros,Los Molinos,46021050,0,0,0,0,55,0,0,0
LA RIOJA,Castro Barros,Pinchas,46021060,0,0,4,0,50,0,0,0
LA RIOJA,Castro Barros,San Pedro,46021070,0,0,1,0,73,0,0,0
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,0,0,0,0,4,0,0,0
LA RIOJA,Chamical,Chamical,46035010,1,7,92,103,2346,651,5,0
LA RIOJA,Chilecito,Chilecito,46042010,0,204,302,548,3420,1168,33,0
LA RIOJA,Chilecito,Colonia Anguinán,46042020,0,1,0,0,202,27,0,0
LA RIOJA,Chilecito,Colonia Vichigasta,46042050,1,0,0,0,0,0,0,0
LA RIOJA,Chilecito,La Puntilla,46042030,0,0,0,0,1,0,0,0
LA RIOJA,Chilecito,Los Sarmientos,46042030,0,0,0,0,114,43,1,0
LA RIOJA,Chilecito,Malligasta,46042070,0,0,1,0,183,0,0,0
LA RIOJA,Chilecito,Nonogasta,46042090,1,0,13,59,709,139,1,0
LA RIOJA,Chilecito,San Miguel,46042030,0,0,0,0,50,13,0,0
LA RIOJA,Chilecito,San Nicolás,46042100,0,0,0,0,6,0,0,0
LA RIOJA,Chilecito,Sañogasta,46042120,0,0,0,0,215,0,0,0
LA RIOJA,Chilecito,Santa Florentina,46042110,0,0,0,0,6,0,0,0
LA RIOJA,Chilecito,Tilimuqui,46042130,0,0,5,0,7,0,0,0
LA RIOJA,Chilecito,Vichigasta,46042140,0,0,8,27,107,0,0,2
LA RIOJA,Coronel Felipe Varela,Aicuña,46028010,0,0,6,0,39,0,0,0
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020,1,0,0,1,385,0,0,0
LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030,0,0,1,0,104,0,0,0
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040,0,0,0,0,126,0,0,0
LA RIOJA,Coronel Felipe Varela,Santa Clara,46028010,0,0,0,0,41,0,0,0
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050,1,0,4,0,1206,171,3,0
LA RIOJA,Famatina,Angulos,46049020,0,0,0,0,6,0,0,0
LA RIOJA,Famatina,Campanas,46049050,0,0,0,0,160,0,0,0
LA RIOJA,Famatina,Chañarmuyo,46049060,0,0,0,0,27,0,0,0
LA RIOJA,Famatina,Famatina,46049070,0,0,0,1,204,0,0,0
LA RIOJA,Famatina,La Cuadra,46049080,0,0,0,0,21,0,0,0
LA RIOJA,Famatina,Pituil,46049090,0,0,0,0,152,0,0,0
LA RIOJA,Famatina,Santa Cruz,46049110,0,0,0,0,21,0,0,0
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010,0,0,0,0,93,0,0,0
LA RIOJA,General Angel V. Peñaloza,Tama,46056020,0,0,6,2,154,0,0,0
LA RIOJA,General Belgrano,Chañar,46063020,0,0,1,5,90,0,0,0
LA RIOJA,General Belgrano,Loma Blanca,46063030,2,0,0,0,0,0,0,0
LA RIOJA,General Belgrano,Olta,46063040,1,0,1,1,870,221,3,0
LA RIOJA,General Juan F. Quiroga,Malanzán,46070010,0,0,0,0,347,0,0,0
LA RIOJA,General Juan F. Quiroga,Nácate,46070020,0,1,2,0,72,0,0,0
LA RIOJA,General Juan F. Quiroga,Portezuelo,46070030,0,0,0,0,224,0,0,0
LA RIOJA,General Juan F. Quiroga,San Antonio,46070040,0,0,1,0,31,0,0,0
LA RIOJA,General Lamadrid,Villa Castelli,46077010,0,0,0,0,267,0,0,0
LA RIOJA,General Ocampo,Ambil,46084010,0,1,0,0,32,0,0,0
LA RIOJA,General Ocampo,Milagro,46084030,0,0,0,0,640,174,5,0
LA RIOJA,General Ocampo,Santa Rita de Catuna,46084050,1,0,0,0,269,35,0,0
LA RIOJA,General San Martín,Ulapes,46091010,0,0,10,0,681,8,3,0
LA RIOJA,Independencia,Amaná,46105010,0,1,0,0,0,0,0,0
LA RIOJA,Independencia,OTROS,Sin Datos,1,0,0,0,0,0,0,0
LA RIOJA,Independencia,Patquía,46105020,0,3,11,14,285,0,0,0
LA RIOJA,OTROS,OTROS,Sin Datos,0,0,0,0,0,0,0,-4
LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010,1,1,258,87,1494,865,4,0
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,46112020,0,1,0,0,116,0,0,0
LA RIOJA,San Blas de los Sauces,Alpasinche,46119010,0,0,0,0,50,0,0,0
LA RIOJA,San Blas de los Sauces,Andolucas,46119010,0,0,0,0,17,0,0,0
LA RIOJA,San Blas de los Sauces,Chaupihuasi,46119010,0,0,0,0,14,0,0,0
LA RIOJA,San Blas de los Sauces,Cuipan,46119010,0,0,0,0,51,0,0,0
LA RIOJA,San Blas de los Sauces,Las Talas,46119010,0,0,0,0,43,0,0,0
LA RIOJA,San Blas de los Sauces,Los Robles,46119010,1,0,0,0,106,0,0,0
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,46119010,0,0,0,0,158,0,0,0
LA RIOJA,San Blas de los Sauces,San Blas,46119010,0,0,0,0,48,0,0,0
LA RIOJA,San Blas de los Sauces,Shaqui,46119010,0,0,0,0,73,0,0,0
LA RIOJA,Sanagasta,Villa Sanagasta,46126010,1,1,4,0,347,161,48,0
LA RIOJA,Vinchina,Villa San José de Vinchina,46098020,0,0,3,0,438,0,0,0
